[-9.95433423], [0.47510719299316406, 0.592523992061615]
[-0.00443857], [0.3334014542380595, 0.3332559218099201]
[-0.03537458], [0.3340760005662748, 0.3334615714176553]
[-0.0258059], [0.33377489320312126, 0.3336833188778589]
[-0.0066015], [0.3332003058026529, 0.33325913249090616]
[-0.00668687], [0.33344317505848153, 0.33322503665371644]
[-0.01831728], [0.33374079709560384, 0.3333581194727798]
[-0.0127797], [0.333589319533921, 0.3334683169704919]
[-0.00355028], [0.3333002628416998, 0.33325751735924586]
[-0.0055563], [0.3334224426592085, 0.3332405734179838]
[-0.00669415], [0.33319793455350777, 0.3332590951816358]
[-0.01377912], [0.33364341823802673, 0.3333585795815521]
[-0.00394357], [0.3333214870691074, 0.33324233949162635]
[-0.00901565], [0.333490238816217, 0.3334675527586261]
[-0.00200487], [0.3333273568233288, 0.3333798953396655]
[-0.01033014], [0.333379184909705, 0.3331021943138368]
[-0.0130091], [0.33356513816917305, 0.33351480535691747]
[-0.00955754], [0.33315003216320643, 0.33321435445076]
